NOUN_ratio,VERB_ratio,PART_ratio,ADJ_ratio,NUM_ratio,PRON_ratio,DET_ratio,PUNC_ratio,avg_word_len,word_count,TTR_ratio,avg_sentence_len,UNKNOWN_ratio,label
0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,28.0,6.0,1.0,2.0,0.0,0
0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,2.3636363636363638,11.0,0.5454545454545454,3.0,0.0,0
0.034482758620689655,0.0,0.1724137931034483,0.034482758620689655,0.0,0.0,0.10344827586206896,0.2413793103448276,2.875,29.0,0.75,14.0,0.1724137931034483,0
0.03125,0.0625,0.21875,0.0,0.0,0.0,0.03125,0.0,3.4,32.0,0.8666666666666667,19.0,0.0625,0
0.03333333333333333,0.13333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.1,0.03333333333333333,2.84,30.0,0.92,8.5,0.16666666666666666,0
0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,2.75,12.0,0.8333333333333334,5.0,0.0,0
0.125,0.0625,0.25,0.0625,0.0,0.0,0.0,0.0,2.5,16.0,0.875,8.0,0.0,0
0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,2.3333333333333335,7.0,1.0,3.0,0.14285714285714285,0
0.10526315789473684,0.05263157894736842,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842,0.0,2.764705882352941,19.0,0.8235294117647058,9.0,0.10526315789473684,0
0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,3.1,12.0,0.9,7.0,0.16666666666666666,0
0.0625,0.0,0.0,0.0,0.125,0.0,0.0625,0.0625,1.5333333333333334,16.0,0.5333333333333333,3.0,0.0625,0
0.05454545454545454,0.05454545454545454,0.2909090909090909,0.10909090909090909,0.01818181818181818,0.0,0.03636363636363636,0.07272727272727272,2.979591836734694,55.0,0.7755102040816326,16.5,0.10909090909090909,0
0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7142857142857144,7.0,0.8571428571428571,4.0,0.0,0
0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,2.857142857142857,8.0,1.0,4.0,0.125,0
0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,9.0,1.0,5.0,0.0,0
0.07692307692307693,0.15384615384615385,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,2.6923076923076925,13.0,0.9230769230769231,7.0,0.0,0
0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,2.111111111111111,10.0,0.6666666666666666,4.0,0.1,0
0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,2.4166666666666665,30.0,0.75,16.0,0.2,0
0.047619047619047616,0.09523809523809523,0.14285714285714285,0.0,0.14285714285714285,0.0,0.047619047619047616,0.14285714285714285,2.5789473684210527,21.0,0.9473684210526315,12.0,0.09523809523809523,0
0.018518518518518517,0.037037037037037035,0.25925925925925924,0.10185185185185185,0.0,0.0,0.037037037037037035,0.046296296296296294,2.688888888888889,108.0,0.5666666666666667,62.0,0.16666666666666666,0
0.07142857142857142,0.03571428571428571,0.2857142857142857,0.03571428571428571,0.0,0.0,0.07142857142857142,0.0,3.347826086956522,28.0,0.7391304347826086,14.0,0.17857142857142858,0
0.041666666666666664,0.0,0.25,0.125,0.0,0.0,0.08333333333333333,0.0,2.85,24.0,0.95,15.0,0.16666666666666666,0
0.1111111111111111,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,3.625,18.0,0.875,10.0,0.1111111111111111,0
0.06666666666666667,0.13333333333333333,0.2,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,3.066666666666667,15.0,1.0,11.0,0.0,0
0.03571428571428571,0.07142857142857142,0.25,0.03571428571428571,0.0,0.0,0.07142857142857142,0.07142857142857142,2.68,28.0,0.8,14.0,0.10714285714285714,0
0.0625,0.1875,0.1875,0.0,0.0,0.0,0.0625,0.0,2.6153846153846154,16.0,0.9230769230769231,9.0,0.1875,0
0.10526315789473684,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,3.111111111111111,19.0,0.9444444444444444,13.0,0.05263157894736842,0
0.08695652173913043,0.06521739130434782,0.30434782608695654,0.043478260869565216,0.0,0.0,0.10869565217391304,0.0,2.972972972972973,46.0,0.7297297297297297,28.0,0.1956521739130435,0
0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.058823529411764705,1.1176470588235294,17.0,0.35294117647058826,2.0,0.0,0
0.10526315789473684,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.0,0.0,0.15789473684210525,0.05263157894736842,2.75,19.0,1.0,11.0,0.15789473684210525,0
0.07692307692307693,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,2.769230769230769,13.0,1.0,10.0,0.0,0
0.2,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,3.066666666666667,15.0,0.9333333333333333,10.0,0.0,0
0.14285714285714285,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.0,0.0,0.07142857142857142,0.0,3.4615384615384617,14.0,1.0,11.0,0.07142857142857142,0
0.02857142857142857,0.08571428571428572,0.34285714285714286,0.02857142857142857,0.0,0.0,0.05714285714285714,0.05714285714285714,3.1875,35.0,0.75,22.0,0.08571428571428572,0
0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,2.5,8.0,1.0,5.0,0.0,0
0.028985507246376812,0.11594202898550725,0.3188405797101449,0.014492753623188406,0.0,0.0,0.07246376811594203,0.057971014492753624,2.6774193548387095,69.0,0.6774193548387096,11.0,0.10144927536231885,0
0.07142857142857142,0.07142857142857142,0.35714285714285715,0.0,0.0,0.0,0.07142857142857142,0.0,3.0,14.0,0.9230769230769231,7.0,0.07142857142857142,0
0.05,0.05,0.25,0.0,0.1,0.0,0.1,0.05,2.9375,20.0,0.9375,4.0,0.2,0
0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,2.5,11.0,0.9,6.0,0.09090909090909091,0
0.06666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,1.7142857142857142,15.0,0.6428571428571429,5.0,0.06666666666666667,0
0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,3.0,9.0,1.0,7.0,0.0,0
0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,2.6,13.0,0.8,7.0,0.23076923076923078,0
0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,2.9,14.0,0.9,7.0,0.2857142857142857,0
0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,2.8333333333333335,8.0,1.0,3.0,0.25,0
0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.125,2.75,8.0,1.0,2.5,0.0,0
0.029411764705882353,0.11764705882352941,0.23529411764705882,0.08823529411764706,0.029411764705882353,0.0,0.058823529411764705,0.0,4.620689655172414,34.0,0.7586206896551724,19.0,0.14705882352941177,0
0.0375,0.1,0.2,0.0625,0.0125,0.0,0.075,0.05,2.6451612903225805,80.0,0.6451612903225806,14.666666666666666,0.225,0
0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,2.7777777777777777,11.0,1.0,6.0,0.18181818181818182,0
0.0821917808219178,0.0684931506849315,0.2465753424657534,0.0273972602739726,0.0,0.0,0.0684931506849315,0.0,3.03125,73.0,0.65625,45.0,0.1232876712328767,0
0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.034482758620689655,1.0689655172413792,29.0,0.20689655172413793,2.0,0.0,0
0.0440251572327044,0.08176100628930817,0.2578616352201258,0.06918238993710692,0.012578616352201259,0.0,0.08176100628930817,0.018867924528301886,3.0214285714285714,159.0,0.7,51.5,0.11949685534591195,0
0.023255813953488372,0.11627906976744186,0.18604651162790697,0.046511627906976744,0.046511627906976744,0.0,0.046511627906976744,0.023255813953488372,2.108108108108108,43.0,0.7027027027027027,23.0,0.13953488372093023,0
0.10526315789473684,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,3.0,19.0,0.7777777777777778,10.0,0.05263157894736842,0
0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,2.909090909090909,12.0,1.0,8.0,0.08333333333333333,0
0.04,0.04,0.24,0.16,0.0,0.0,0.0,0.0,3.0454545454545454,25.0,0.8636363636363636,16.0,0.12,0
0.05263157894736842,0.10526315789473684,0.21052631578947367,0.0,0.0,0.0,0.10526315789473684,0.0,3.1333333333333333,19.0,1.0,10.0,0.21052631578947367,0
0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,2.8333333333333335,12.0,0.9166666666666666,6.0,0.0,0
0.02631578947368421,0.15789473684210525,0.34210526315789475,0.0,0.0,0.0,0.07894736842105263,0.0,3.0,38.0,0.7352941176470589,24.0,0.10526315789473684,0
0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.09090909090909091,1.8181818181818181,11.0,0.8181818181818182,4.0,0.0,0
0.125,0.125,0.25,0.0,0.0,0.0,0.0,0.125,2.5,8.0,1.0,4.0,0.0,0
0.10869565217391304,0.08695652173913043,0.21739130434782608,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,2.761904761904762,46.0,0.7619047619047619,28.0,0.08695652173913043,0
0.0625,0.125,0.125,0.0,0.0,0.0,0.1875,0.0,2.5,16.0,1.0,10.0,0.25,0
0.05,0.2,0.15,0.1,0.0,0.0,0.1,0.0,2.8666666666666667,20.0,1.0,13.0,0.25,0
0.15151515151515152,0.12121212121212122,0.06060606060606061,0.0,0.0,0.0,0.06060606060606061,0.0,2.3448275862068964,33.0,0.6206896551724138,14.0,0.12121212121212122,0
0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,2.6666666666666665,9.0,0.8333333333333334,4.0,0.3333333333333333,0
0.0625,0.03125,0.21875,0.03125,0.0625,0.0,0.09375,0.0625,2.4615384615384617,32.0,0.7307692307692307,15.0,0.1875,0
0.04,0.08,0.28,0.08,0.0,0.0,0.12,0.04,3.1904761904761907,25.0,0.9523809523809523,17.0,0.16,0
0.125,0.03571428571428571,0.3392857142857143,0.08928571428571429,0.0,0.0,0.07142857142857142,0.0,3.42,56.0,0.68,32.0,0.10714285714285714,0
0.125,0.0,0.125,0.08333333333333333,0.0,0.0,0.0,0.0,3.090909090909091,24.0,0.9090909090909091,15.0,0.08333333333333333,0
0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,2.75,6.0,1.0,2.0,0.3333333333333333,0
0.2222222222222222,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,2.230769230769231,18.0,0.5384615384615384,6.0,0.2777777777777778,0
0.05,0.05,0.0,0.05,0.0,0.0,0.05,0.2,1.7777777777777777,20.0,0.6111111111111112,2.3333333333333335,0.1,0
0.03571428571428571,0.11734693877551021,0.34183673469387754,0.04081632653061224,0.0,0.0,0.07653061224489796,0.015306122448979591,3.2485549132947975,196.0,0.6358381502890174,39.0,0.11734693877551021,0
0.07142857142857142,0.0,0.2857142857142857,0.0,0.0,0.0,0.07142857142857142,0.0,4.461538461538462,14.0,1.0,8.0,0.07142857142857142,0
0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.0,2.6666666666666665,10.0,0.8888888888888888,5.0,0.1,0
0.05128205128205128,0.10256410256410256,0.20512820512820512,0.02564102564102564,0.0,0.0,0.1282051282051282,0.0,3.34375,39.0,0.8125,26.0,0.1794871794871795,0
0.04,0.08,0.36,0.0,0.0,0.0,0.0,0.0,2.88,25.0,0.84,16.0,0.0,0
0.04878048780487805,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.024390243902439025,1.048780487804878,41.0,0.14634146341463414,2.0,0.0,0
0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,4.0,9.0,1.0,4.0,0.2222222222222222,0
0.12307692307692308,0.03076923076923077,0.13846153846153847,0.03076923076923077,0.06153846153846154,0.0,0.046153846153846156,0.12307692307692308,2.3859649122807016,65.0,0.7017543859649122,29.0,0.12307692307692308,0
0.07567567567567568,0.07567567567567568,0.20540540540540542,0.03783783783783784,0.021621621621621623,0.0,0.05405405405405406,0.13513513513513514,3.268292682926829,185.0,0.5792682926829268,6.8,0.11351351351351352,0
0.05,0.0,0.25,0.0,0.0,0.0,0.15,0.0,2.764705882352941,20.0,0.8823529411764706,13.0,0.15,0
0.23529411764705882,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,0.11764705882352941,0.058823529411764705,2.6,17.0,0.8666666666666667,4.5,0.11764705882352941,0
0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,7.0,1.0,5.0,0.0,0
0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,3.857142857142857,7.0,1.0,5.0,0.0,0
0.030303030303030304,0.0,0.24242424242424243,0.06060606060606061,0.0,0.0,0.12121212121212122,0.0,3.1785714285714284,33.0,0.8928571428571429,19.0,0.15151515151515152,0
0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,2.5,10.0,1.0,6.0,0.2,0
0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,2.3,12.0,1.0,4.0,0.16666666666666666,0
0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,3.4,17.0,1.0,12.0,0.11764705882352941,0
0.06329113924050633,0.0379746835443038,0.2911392405063291,0.0379746835443038,0.05063291139240506,0.0,0.05063291139240506,0.06329113924050633,2.492957746478873,79.0,0.5774647887323944,45.0,0.10126582278481013,0
0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0833333333333333,12.0,0.4166666666666667,1.0,0.0,0
0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,1.1538461538461537,26.0,0.3076923076923077,3.0,0.0,0
0.030303030303030304,0.030303030303030304,0.2727272727272727,0.06060606060606061,0.0,0.0,0.0,0.09090909090909091,2.413793103448276,33.0,0.6896551724137931,15.0,0.12121212121212122,0
0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,2.1666666666666665,6.0,1.0,2.0,0.0,0
0.23076923076923078,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,2.5384615384615383,13.0,1.0,8.0,0.0,0
0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,2.6,7.0,1.0,3.0,0.2857142857142857,0
0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0.0,2.6,13.0,0.9,5.0,0.23076923076923078,0
0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,3.2,5.0,1.0,3.0,0.0,0
0.125,0.25,0.0,0.0,0.0,0.0,0.125,0.0,2.6666666666666665,8.0,1.0,4.0,0.25,0
0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,1.25,16.0,0.3125,2.0,0.0,0
0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2,5.0,1.0,3.0,0.0,0
0.0625,0.0,0.25,0.0,0.0,0.0,0.0,0.125,3.1875,16.0,0.875,10.0,0.0,0
0.029411764705882353,0.11764705882352941,0.2647058823529412,0.029411764705882353,0.0,0.0,0.08823529411764706,0.0,3.2580645161290325,34.0,0.8387096774193549,22.0,0.08823529411764706,0
0.07692307692307693,0.0,0.38461538461538464,0.0,0.0,0.0,0.07692307692307693,0.0,2.727272727272727,13.0,1.0,7.0,0.15384615384615385,0
0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.0,2.6666666666666665,10.0,1.0,6.0,0.1,0
0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,3.8,7.0,1.0,3.0,0.2857142857142857,0
0.2,0.0,0.1,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,2.9545454545454546,30.0,0.6363636363636364,18.0,0.26666666666666666,0
0.13793103448275862,0.10344827586206896,0.13793103448275862,0.10344827586206896,0.034482758620689655,0.0,0.0,0.20689655172413793,3.7777777777777777,29.0,0.7407407407407407,2.7142857142857144,0.06896551724137931,0
0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,2.7142857142857144,7.0,1.0,4.0,0.0,0
0.058823529411764705,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.11764705882352941,0.058823529411764705,2.0714285714285716,17.0,0.7857142857142857,7.0,0.17647058823529413,0
0.15584415584415584,0.09090909090909091,0.16883116883116883,0.06493506493506493,0.025974025974025976,0.0,0.025974025974025976,0.07792207792207792,2.611111111111111,77.0,0.625,45.0,0.06493506493506493,0
0.013513513513513514,0.10810810810810811,0.17567567567567569,0.05405405405405406,0.02702702702702703,0.0,0.08108108108108109,0.0,3.0,74.0,0.7719298245614035,46.0,0.22972972972972974,0
0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,1.1111111111111112,9.0,0.6666666666666666,2.0,0.0,0
0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,3.5,10.0,1.0,7.0,0.0,0
0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.8461538461538463,13.0,0.6153846153846154,4.0,0.0,0
0.03125,0.15625,0.375,0.0625,0.03125,0.0,0.0,0.0,3.066666666666667,32.0,0.8333333333333334,22.0,0.0625,0
0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,2.6,13.0,1.0,7.0,0.23076923076923078,0
0.05,0.0,0.25,0.1,0.0,0.0,0.1,0.0,3.0,20.0,0.875,11.0,0.2,0
0.023255813953488372,0.06976744186046512,0.16279069767441862,0.023255813953488372,0.0,0.0,0.046511627906976744,0.0,2.3421052631578947,43.0,0.6052631578947368,17.0,0.11627906976744186,0
0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,7.0,1.0,3.0,0.0,0
0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,2.857142857142857,9.0,1.0,5.0,0.2222222222222222,0
0.07142857142857142,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.0,0.0,0.0,0.0,2.4166666666666665,14.0,0.8333333333333334,6.0,0.14285714285714285,0
0.02631578947368421,0.02631578947368421,0.07894736842105263,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,2.72972972972973,38.0,0.32432432432432434,7.0,0.02631578947368421,0
0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,1.6666666666666667,9.0,0.8888888888888888,3.0,0.0,0
0.030716723549488054,0.06143344709897611,0.16040955631399317,0.017064846416382253,0.027303754266211604,0.0,0.12627986348122866,0.04778156996587031,2.8738317757009346,293.0,0.4766355140186916,31.0,0.2696245733788396,0
0.05555555555555555,0.1111111111111111,0.2777777777777778,0.0,0.0,0.0,0.05555555555555555,0.0,2.6875,18.0,0.9375,9.0,0.1111111111111111,0
0.21052631578947367,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,0.10526315789473684,2.3684210526315788,19.0,0.7894736842105263,5.5,0.0,0
0.041666666666666664,0.0,0.041666666666666664,0.125,0.0,0.0,0.0,0.4166666666666667,2.3333333333333335,24.0,0.625,1.7142857142857142,0.0,0
0.125,0.0,0.25,0.125,0.0,0.0,0.0,0.0,2.625,8.0,1.0,5.0,0.0,0
0.038461538461538464,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.9230769230769231,26.0,0.3076923076923077,7.0,0.0,0
0.125,0.125,0.25,0.0,0.0,0.0,0.0,0.125,2.142857142857143,8.0,1.0,3.0,0.125,0
0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.2222222222222222,2.2941176470588234,18.0,0.8235294117647058,4.5,0.05555555555555555,0
0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,13.0,0.4166666666666667,3.0,0.07692307692307693,0
0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.111111111111111,9.0,1.0,7.0,0.0,0
0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,3.0,15.0,1.0,10.0,0.13333333333333333,0
0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,2.4285714285714284,7.0,1.0,3.0,0.0,0
0.15384615384615385,0.05128205128205128,0.20512820512820512,0.1282051282051282,0.0,0.0,0.05128205128205128,0.0,2.7222222222222223,39.0,0.6666666666666666,20.0,0.07692307692307693,0
0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,2.3333333333333335,7.0,1.0,3.0,0.14285714285714285,0
0.022727272727272728,0.06818181818181818,0.18181818181818182,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,2.142857142857143,44.0,0.5714285714285714,19.0,0.045454545454545456,0
0.0625,0.0625,0.1875,0.125,0.125,0.0,0.0625,0.0625,2.066666666666667,16.0,0.8666666666666667,8.0,0.0625,0
0.05555555555555555,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111,0.0,2.6923076923076925,18.0,0.9230769230769231,10.0,0.2777777777777778,0
0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,3.25,4.0,1.0,2.0,0.0,0
0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,3.1666666666666665,7.0,1.0,4.0,0.14285714285714285,0
0.1,0.1,0.2,0.1,0.0,0.0,0.2,0.0,2.875,10.0,1.0,5.0,0.2,0
0.037037037037037035,0.07407407407407407,0.37037037037037035,0.1111111111111111,0.0,0.0,0.0,0.0,2.625,27.0,0.875,15.0,0.1111111111111111,0
0.044444444444444446,0.13333333333333333,0.2,0.0,0.044444444444444446,0.0,0.044444444444444446,0.0,3.125,45.0,0.85,30.0,0.1111111111111111,0
0.2,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,2.8666666666666667,15.0,0.9333333333333333,10.0,0.0,0
0.043478260869565216,0.13043478260869565,0.2826086956521739,0.021739130434782608,0.021739130434782608,0.0,0.06521739130434782,0.0,2.682926829268293,46.0,0.8536585365853658,29.0,0.10869565217391304,0
0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,5.0,0.0,0
0.2,0.05,0.15,0.0,0.1,0.0,0.0,0.15,3.6,20.0,0.95,5.5,0.0,0
0.08333333333333333,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2.8333333333333335,12.0,1.0,7.0,0.0,0
0.041666666666666664,0.125,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,3.0,24.0,0.9,12.0,0.16666666666666666,0
0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0.0,2.4,11.0,1.0,6.0,0.09090909090909091,0
0.1,0.1,0.2,0.0,0.0,0.0,0.2,0.0,2.75,10.0,1.0,4.0,0.2,0
0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.1,1.4444444444444444,10.0,0.8888888888888888,3.0,0.1,0
0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,2.0,13.0,0.7272727272727273,5.0,0.15384615384615385,0
0.058823529411764705,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,3.0714285714285716,17.0,1.0,11.0,0.17647058823529413,0
0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,2.9,10.0,1.0,7.0,0.0,0
0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,2.0714285714285716,14.0,0.7857142857142857,6.0,0.0,0
0.04878048780487805,0.04878048780487805,0.36585365853658536,0.0,0.024390243902439025,0.0,0.04878048780487805,0.024390243902439025,3.1578947368421053,41.0,0.7631578947368421,28.0,0.07317073170731707,0
0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,3.6,5.0,1.0,4.0,0.0,0
0.25,0.0,0.0,0.125,0.0,0.0,0.125,0.0,3.0,8.0,1.0,5.0,0.125,0
0.13333333333333333,0.044444444444444446,0.08888888888888889,0.0,0.022222222222222223,0.0,0.044444444444444446,0.1111111111111111,2.2325581395348837,45.0,0.5348837209302325,21.0,0.044444444444444446,0
